PaikkaNimi;Varaustyyppi;Kohdetyyppi;PaakohdeNimi;VarauksenTila;TuoreimmanVarauksenPaatymisaikaUtc;Varaustapa;Varattavissa;HintaAlv0;HintaAlv%;Aktiivinen;KeskipisteP;KeskipisteI
LauttarantaA036;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;314.5200;24.00;1;6701670.327897165;23457553.67442631
LauttarantaA037;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701660.2017999999;23457558.1503
LauttarantaA038;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701670.7446213681;23457556.711897675
LauttarantaA039;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701660.6148500005;23457561.209400002
LauttarantaA040;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701671.1400786331;23457559.785702325
LauttarantaA041;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701661.0278786318;23457564.308302324
LauttarantaA042;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701671.5502500013;23457562.851500001
LauttarantaA043;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701661.4674257981;23457567.354128633
LauttarantaA044;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701672.0031971661;23457565.892826308
LauttarantaA045;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701661.8938028347;23457570.43977369
LauttarantaA046;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;314.5200;24.00;1;6701672.4264786309;23457568.965202324
LauttarantaA047;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701662.3068213686;23457573.512097675
LauttarantaA048;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701672.8600000003;23457572.058000002
LauttarantaA049;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701662.7331213681;23457576.544697676
LauttarantaA050;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701673.2709757965;23457575.120128632
LauttarantaA051;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701663.1721757948;23457579.632028621
LauttarantaA052;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701673.6957757939;23457578.163528621
LauttarantaA053;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701663.5972500006;23457582.7841
LauttarantaA054;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;314.5200;24.00;1;6701674.1678242059;23457581.35217138
LauttarantaA055;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701664.0355500001;23457585.843399998
LauttarantaA056;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701674.6089999992;23457584.4157
LauttarantaA057;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701664.4605999999;23457588.823100001
LauttarantaA058;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701675.0335999997;23457587.398700003
LauttarantaA059;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;314.5200;24.00;1;6701664.8723999998;23457591.9089
LauttarantaA060;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701675.4453757945;23457590.471228622
LauttarantaA061;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701665.2842242057;23457594.994671378
LauttarantaA062;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;314.5200;24.00;1;6701675.8699257933;23457593.569328621
LauttarantaA063;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;314.5200;24.00;1;6701665.7092499994;23457598.0407
LauttarantaA064;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701676.2781500006;23457596.616300002
LauttarantaA065;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701666.1210242053;23457601.10657138
LauttarantaA066;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701676.7052757945;23457599.67602862
LauttarantaA067;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Paattynyt;2022-04-19 07:42:59.000;0 - Julkisesti;Kylla - julkisesti;314.5200;24.00;1;6701666.5328000002;23457604.179099999
LauttarantaA068;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701677.1079000002;23457602.756199997
LauttarantaA069;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701666.9313500002;23457607.245000001
LauttarantaA070;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701677.5160757937;23457605.796528623
LauttarantaA071;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701667.3961786209;23457610.330802325
LauttarantaA072;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701677.9408499999;23457608.889600001
LauttarantaA073;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;314.5200;24.00;1;6701667.8212000001;23457613.403299998
LauttarantaA074;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701678.3432499999;23457611.968700003
LauttarantaA075;Venepaikat;Aisapaikka 2.7x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701668.2330000009;23457616.4626
LauttarantaA076;Venepaikat;Aisapaikka 2.7x8x1.6 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701678.7609999999;23457615.003400002
LauttarantaA077;Venepaikat;Aisapaikka 2.7x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701668.6580257937;23457619.561628621
LauttarantaA078;Venepaikat;Aisapaikka 2.7x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701679.1932499995;23457618.0836
LauttarantaA079;Venepaikat;Aisapaikka 2.7x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701669.0964028277;23457622.634173706
LauttarantaA080;Venepaikat;Aisapaikka 2.7x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701679.6254757941;23457621.125428621
LauttarantaA081;Venepaikat;Aisapaikka 2.7x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701669.5479500005;23457625.719950002
LauttarantaA082;Venepaikat;Aisapaikka 2.7x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701680.0884257946;23457624.228628621
LauttarantaA083;Venepaikat;Aisapaikka 2.7x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701669.9963797331;23457628.783362791
LauttarantaA084;Venepaikat;Aisapaikka 2.7x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;314.5200;24.00;1;6701680.5175824026;23457627.274636466
LauttarantaB001;Venepaikat;Aisapaikka 3.2x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701613.0226704041;23457509.680971809
LauttarantaB002;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701623.6491704052;23457508.202271808
LauttarantaB003;Venepaikat;Aisapaikka 3.2x8x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701613.5109000001;23457513.259750001
LauttarantaB004;Venepaikat;Aisapaikka 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701624.1613204051;23457511.751071807
LauttarantaB005;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701614.0284499992;23457516.822999999
LauttarantaB006;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701624.6834795959;23457515.303828191
LauttarantaB007;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701614.6407204047;23457521.116671808
LauttarantaB008;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701625.2619218081;23457519.573197097
LauttarantaB009;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701615.118400001;23457524.504900001
LauttarantaB010;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701625.7519577863;23457522.922331095
LauttarantaB011;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701615.7358014043;23457528.849325288
LauttarantaB012;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701626.3859999999;23457527.290150002
LauttarantaB013;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2020-08-28 07:44:34.250;0 - Julkisesti;Kylla - julkisesti;379.0300;24.00;1;6701616.1722295955;23457532.234528191
LauttarantaB014;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;379.0300;24.00;1;6701626.8594500003;23457530.62565
LauttarantaB015;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2020-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;379.0300;24.00;1;6701616.7565014046;23457536.564325288
LauttarantaB016;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701627.4398499997;23457535.003200002
LauttarantaB017;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701617.3031014046;23457540.150425289
LauttarantaB018;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2019-05-29 09:18:59.000;0 - Julkisesti;Kylla - julkisesti;379.0300;24.00;1;6701627.9406204047;23457538.621471807
LauttarantaB019;Venepaikat;Kävelyaisa 3.2x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701617.8709395546;23457544.388127845
LauttarantaB020;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701628.5174599802;23457542.893799659
LauttarantaB021;Venepaikat;Kävelyaisa 3.2x8x1.7 m;Satama: Lauttaranta;Paattynyt;2022-02-03 11:23:59.000;0 - Julkisesti;Kylla - julkisesti;379.0300;24.00;1;6701618.3336204039;23457547.71627181
LauttarantaB022;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2022-04-11 11:01:04.917;0 - Julkisesti;Kylla - julkisesti;379.0300;24.00;1;6701628.9651795961;23457546.149328191
LauttarantaB023;Venepaikat;Kävelyaisa 3.2x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701618.9183501936;23457552.019133817
LauttarantaB024;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701629.5370501922;23457550.441933818
LauttarantaB025;Venepaikat;Kävelyaisa 3.2x8x1.7 m;Satama: Lauttaranta;Paattynyt;2021-07-17 14:25:44.533;0 - Julkisesti;Kylla - julkisesti;379.0300;24.00;1;6701619.3497000001;23457555.319650002
LauttarantaB026;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2019-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;379.0300;24.00;1;6701629.9951999998;23457553.7557
LauttarantaB027;Venepaikat;Kävelyaisa 3.2x8x1.7 m;Satama: Lauttaranta;Paattynyt;2018-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;379.0300;24.00;1;6701619.9671499999;23457559.64065
LauttarantaB028;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2020-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;379.0300;24.00;1;6701630.5960577875;23457558.153731097
LauttarantaB029;Venepaikat;Kävelyaisa 3.2x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701620.4464295954;23457563.17702819
LauttarantaB030;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701631.0941014038;23457561.557225287
LauttarantaB031;Venepaikat;Kävelyaisa 3.2x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701621.0727000004;23457567.468800001
LauttarantaB032;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701631.7201204039;23457565.95237181
LauttarantaB033;Venepaikat;Kävelyaisa 3.2x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701621.4983781911;23457570.833552904
LauttarantaB034;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701632.1750499997;23457569.28785
LauttarantaB035;Venepaikat;Kävelyaisa 3.2x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701622.0806795955;23457575.128228191
LauttarantaB036;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701632.7657000003;23457573.609850001
LauttarantaB037;Venepaikat;Kävelyaisa 3.2x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701622.5456422139;23457578.540268905
LauttarantaB038;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2021-10-21 05:46:27.313;0 - Julkisesti;Kylla - julkisesti;379.0300;24.00;1;6701633.2328000003;23457576.951450001
LauttarantaB039;Venepaikat;Kävelyaisa 3.2x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701623.1716;23457582.945149999
LauttarantaB040;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2018-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;379.0300;24.00;1;6701633.8295218088;23457581.377047095
LauttarantaB041;Venepaikat;Kävelyaisa 3.2x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701623.6387218079;23457586.342797097
LauttarantaB042;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701634.2905295948;23457584.751528192
LauttarantaB043;Venepaikat;Kävelyaisa 3.2x8x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;379.0300;24.00;1;6701624.2482177485;23457590.686030749
LauttarantaB044;Venepaikat;Kävelyaisa 3.2x8x1.4 m;Satama: Lauttaranta;Paattynyt;2022-07-10 17:36:22.937;0 - Julkisesti;Kylla - julkisesti;379.0300;24.00;1;6701634.8732803864;23457589.180071469
LauttarantaB045;Venepaikat;Kävelyaisa 3.2x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701623.7492787903;23457594.18350216
LauttarantaB046;Venepaikat;Kävelyaisa 3.2x10x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701636.3540467415;23457592.348919053
LauttarantaB047;Venepaikat;Kävelyaisa 3.2x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701624.3098467337;23457598.490669053
LauttarantaB048;Venepaikat;Kävelyaisa 3.2x10x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701636.9325956777;23457596.706326634
LauttarantaB049;Venepaikat;Kävelyaisa 3.2x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701624.8026744677;23457602.00582879
LauttarantaB050;Venepaikat;Kävelyaisa 3.2x10x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701637.4057755312;23457600.163171209
LauttarantaB051;Venepaikat;Kävelyaisa 3.2x10x1.7 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;411.2900;24.00;1;6701625.4067000002;23457606.374499999
LauttarantaB052;Venepaikat;Kävelyaisa 3.2x10x1.5 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;411.2900;24.00;1;6701638.0183255319;23457604.551371209
LauttarantaB053;Venepaikat;Kävelyaisa 3.2x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701625.885874467;23457609.936228793
LauttarantaB054;Venepaikat;Kävelyaisa 3.2x10x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701638.5036255317;23457608.114271209
LauttarantaB055;Venepaikat;Kävelyaisa 3.2x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701626.5046043238;23457614.314673364
LauttarantaB056;Venepaikat;Kävelyaisa 3.2x10x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701639.1222467413;23457612.57806905
LauttarantaB057;Venepaikat;Kävelyaisa 3.2x10x1.4 m;Satama: Lauttaranta;Paattynyt;2022-05-16 18:59:59.000;0 - Julkisesti;Kylla - julkisesti;411.2900;24.00;1;6701626.9983744686;23457617.809328791
LauttarantaB058;Venepaikat;Kävelyaisa 3.2x10x1.5 m;Satama: Lauttaranta;Paattynyt;2020-08-20 07:45:21.207;0 - Julkisesti;Kylla - julkisesti;411.2900;24.00;1;6701639.6160532581;23457616.010530949
LauttarantaB059;Venepaikat;Kävelyaisa 3.2x10x1.7 m;Satama: Lauttaranta;Paattynyt;2022-04-13 08:00:29.320;0 - Julkisesti;Kylla - julkisesti;411.2900;24.00;1;6701627.5817255313;23457622.18897121
LauttarantaB060;Venepaikat;Kävelyaisa 3.2x10x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701640.2140000006;23457620.363400001
LauttarantaB061;Venepaikat;Kävelyaisa 3.2x10x1.7 m;Satama: Lauttaranta;Paattynyt;2020-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;411.2900;24.00;1;6701628.0609255331;23457625.555671208
LauttarantaB062;Venepaikat;Kävelyaisa 3.2x10x1.5 m;Satama: Lauttaranta;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;411.2900;24.00;1;6701640.6663744682;23457623.71662879
LauttarantaB063;Venepaikat;Kävelyaisa 3.2x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701628.6709744679;23457629.925528791
LauttarantaB064;Venepaikat;Kävelyaisa 3.2x10x1.5 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701641.2703744676;23457628.11212879
LauttarantaB065;Venepaikat;Kävelyaisa 3.2x10x1.7 m;Satama: Lauttaranta;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;411.2900;24.00;1;6701629.1587255327;23457633.418971207
